system:index,Kab_Kota,Provinsi,Status,Status Koo,nama_sekol,npsn,.geo
000000000000000002a7,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 WARUNGGUNUNG,20601873,"{""type"":""Point"",""coordinates"":[106.15879086341567,-6.33320771699654]}"
000000000000000002a8,Kab. Lebak,Prov. Banten,SMA,Benar,SMA DAAR EL- ROFA,70005193,"{""type"":""Point"",""coordinates"":[106.18934908293494,-6.350179055605954]}"
000000000000000002a9,Kab. Lebak,Prov. Banten,SMA,Benar,SMA NEGERI 2 MUNCANG,70011599,"{""type"":""Point"",""coordinates"":[106.27940062870928,-6.569700600467095]}"
000000000000000002aa,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 RANGKASBITUNG,20601872,"{""type"":""Point"",""coordinates"":[106.26480153186031,-6.3695003404705375]}"
000000000000000002ab,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIBADAK,20607980,"{""type"":""Point"",""coordinates"":[106.23149204699106,-6.325725345428858]}"
000000000000000002ac,Kab. Lebak,Prov. Banten,SMA,Benar,SMA LA TAHZAN RANGKASBITUNG,69990569,"{""type"":""Point"",""coordinates"":[106.30229811261873,-6.339401408359776]}"
000000000000000002ad,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIBEBER,20607866,"{""type"":""Point"",""coordinates"":[106.30804143477557,-6.854311643405386]}"
000000000000000002ae,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS TERPADU DARUSSAADAH CIMARGA,20607995,"{""type"":""Point"",""coordinates"":[106.2346981406485,-6.417498104209827]}"
000000000000000002af,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 BAYAH,69816866,"{""type"":""Point"",""coordinates"":[106.31760174743417,-6.937201872887892]}"
000000000000000002b0,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIHARA,69816881,"{""type"":""Point"",""coordinates"":[106.0926980676015,-6.863198631804902]}"
000000000000000002b1,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS PGRI RANGKASBITUNG,20607821,"{""type"":""Point"",""coordinates"":[106.2586524315076,-6.354705043175201]}"
000000000000000002b2,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 CIBEBER,20616229,"{""type"":""Point"",""coordinates"":[106.33660197702288,-6.699299913484445]}"
000000000000000002b3,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 SOBANG,20614150,"{""type"":""Point"",""coordinates"":[106.30659222693319,-6.657130194822009]}"
000000000000000002b4,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 GUNUNG KENCANA,20601878,"{""type"":""Point"",""coordinates"":[106.06139963730737,-6.584901675958293]}"
000000000000000002b5,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CILELES,20607819,"{""type"":""Point"",""coordinates"":[106.05800180230466,-6.439900627902339]}"
000000000000000002b6,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CURUGBITUNG,20613913,"{""type"":""Point"",""coordinates"":[106.40899994172663,-6.446500097461439]}"
000000000000000002b7,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIMARGA,20601880,"{""type"":""Point"",""coordinates"":[106.22149920153028,-6.4383979108473275]}"
000000000000000002b8,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS DAAR EL AZHAR RANGKASBITUNG,20613474,"{""type"":""Point"",""coordinates"":[106.25859000409285,-6.35717538515881]}"
000000000000000002b9,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIGEMBLONG,20623096,"{""type"":""Point"",""coordinates"":[106.16460107208832,-6.741202086083677]}"
000000000000000002ba,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CILOGRANG,20607867,"{""type"":""Point"",""coordinates"":[106.36889924595299,-6.929799765139172]}"
000000000000000002bb,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 LEUWIDAMAR,20601877,"{""type"":""Point"",""coordinates"":[106.1960020617067,-6.513498090789462]}"
000000000000000002bc,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS AL MUBASYIRIN SAJIRA,20607986,"{""type"":""Point"",""coordinates"":[106.35759988388357,-6.499001553264711]}"
000000000000000002bd,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS AL HIDAYAH RANGKASBITUNG,20607906,"{""type"":""Point"",""coordinates"":[106.24300098681,-6.345198239729256]}"
000000000000000002be,Kab. Lebak,Prov. Banten,SMA,Benar,SMA MUTIARA BANGSA  7,70036735,"{""type"":""Point"",""coordinates"":[106.37669821369548,-6.349701931793236]}"
000000000000000002bf,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS DAAR EL KARIM MALINGPING,20613647,"{""type"":""Point"",""coordinates"":[106.04250196704288,-6.816101606478409]}"
000000000000000002c0,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 MALINGPING,69945798,"{""type"":""Point"",""coordinates"":[105.98790027464342,-6.744301161315822]}"
000000000000000002c1,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 WANASALAM,20607854,"{""type"":""Point"",""coordinates"":[105.9425021668183,-6.799901692351239]}"
000000000000000002c2,Kab. Lebak,Prov. Banten,SMA,Benar,SMA LA TANSA,20607856,"{""type"":""Point"",""coordinates"":[106.19930179648624,-6.387800491193877]}"
000000000000000002c3,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 BANJARSARI,20613919,"{""type"":""Point"",""coordinates"":[106.01510079106943,-6.473798714110635]}"
000000000000000002c4,Kab. Lebak,Prov. Banten,SMA,Benar,SMA IBNU SINA,69990570,"{""type"":""Point"",""coordinates"":[106.32471401361441,-6.55617168787094]}"
000000000000000002c5,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 MAJA,20601876,"{""type"":""Point"",""coordinates"":[106.39193496199509,-6.338210828378505]}"
000000000000000002c6,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS DAAR EL KUTUB BAYAH,20602238,"{""type"":""Point"",""coordinates"":[106.23290112292395,-6.925501191723649]}"
000000000000000002c7,Kab. Lebak,Prov. Banten,SMA,Benar,SMA NEGERI 4 RANGKASBITUNG,70011680,"{""type"":""Point"",""coordinates"":[106.31469887264835,-6.346901616331672]}"
000000000000000002c8,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 3 RANGKAS BITUNG,20601871,"{""type"":""Point"",""coordinates"":[106.2477231748256,-6.35819651930005]}"
000000000000000002c9,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 BAYAH,20601881,"{""type"":""Point"",""coordinates"":[106.23539821951387,-6.927498868995591]}"
000000000000000002ca,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 MAJA,20623417,"{""type"":""Point"",""coordinates"":[106.34700060067954,-6.368002082516578]}"
000000000000000002cb,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS AL AZKIYA,20616487,"{""type"":""Point"",""coordinates"":[106.29200204828632,-6.547298076774583]}"
000000000000000002cc,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 PANGGARANGAN,20607877,"{""type"":""Point"",""coordinates"":[106.20500052763255,-6.911602173740058]}"
000000000000000002cd,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIJAKU,20614930,"{""type"":""Point"",""coordinates"":[106.07770211075878,-6.711401913743498]}"
000000000000000002ce,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS AL FARHAN CIPANAS,20607855,"{""type"":""Point"",""coordinates"":[106.38620055804037,-6.538700929943539]}"
000000000000000002cf,Kab. Lebak,Prov. Banten,SMA,Benar,SMA ISLAM FATHI QALBI - BINUANGEUN,69983711,"{""type"":""Point"",""coordinates"":[105.88997395640871,-6.82533194565904]}"
000000000000000002d0,Kab. Lebak,Prov. Banten,SMA,Benar,SMA NEGERI 4 PANGGARANGAN,70011607,"{""type"":""Point"",""coordinates"":[106.21080181810308,-6.864001269994523]}"
000000000000000002d1,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS NURUL HASANAH RANGKASBITUNG,20613917,"{""type"":""Point"",""coordinates"":[106.2966127587756,-6.365603086149825]}"
000000000000000002d2,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 MALINGPING,20601875,"{""type"":""Point"",""coordinates"":[106.01755329664884,-6.808035092672724]}"
000000000000000002d3,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 KALANGANYAR,69816901,"{""type"":""Point"",""coordinates"":[106.2259984344932,-6.383501917778355]}"
000000000000000002d4,Kab. Lebak,Prov. Banten,SMA,Benar,SMA NEGERI 3 PANGGARANGAN,70011604,"{""type"":""Point"",""coordinates"":[106.22660041313543,-6.781102122309911]}"
000000000000000002d5,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS QOTHROTUL FALAH CIKULUR,20613630,"{""type"":""Point"",""coordinates"":[106.17350143779099,-6.423798813998346]}"
000000000000000002d6,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 MUNCANG,20607862,"{""type"":""Point"",""coordinates"":[106.3068018046827,-6.537300772212756]}"
000000000000000002d7,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIPANAS,20601879,"{""type"":""Point"",""coordinates"":[106.3749992961941,-6.5288998258280655]}"
000000000000000002d8,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 BOJONGMANIK,20607981,"{""type"":""Point"",""coordinates"":[106.17120054164741,-6.5917018050647975]}"
000000000000000002d9,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 CIKULUR,20607982,"{""type"":""Point"",""coordinates"":[106.1360984981547,-6.422300556044388]}"
000000000000000002da,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS AL BAYAN RANGKASBITUNG,20601865,"{""type"":""Point"",""coordinates"":[106.3019190890292,-6.334719352253659]}"
000000000000000002db,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 LEUWIDAMAR,60725227,"{""type"":""Point"",""coordinates"":[106.24659948136014,-6.557397940660638]}"
000000000000000002dc,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 SAJIRA,20613868,"{""type"":""Point"",""coordinates"":[106.33609809860386,-6.438500470171556]}"
000000000000000002dd,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 3 CIBEBER,69946232,"{""type"":""Point"",""coordinates"":[106.39370076601226,-6.820199520346526]}"
000000000000000002de,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 RANGKASBITUNG,20601874,"{""type"":""Point"",""coordinates"":[106.24910103705112,-6.357799659306294]}"
000000000000000002df,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS AL - IZZAH CIPANAS,20615885,"{""type"":""Point"",""coordinates"":[106.34899827795147,-6.561598413852984]}"
000000000000000002e0,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 2 Panggarangan,69985722,"{""type"":""Point"",""coordinates"":[106.21629988970197,-6.786198874814]}"
000000000000000002e1,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS NURUL MADAANY CIPANAS,20607820,"{""type"":""Point"",""coordinates"":[106.38950029281992,-6.538799030166715]}"
000000000000000002e2,Kab. Lebak,Prov. Banten,SMA,Benar,SMA NEGERI 1 CIRINTEN,70011608,"{""type"":""Point"",""coordinates"":[106.18200048439886,-6.642201124495071]}"
000000000000000002e3,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS ISLAM PEMBANGUNAN SAJIRA,20613885,"{""type"":""Point"",""coordinates"":[106.32289915948566,-6.395300699165773]}"
000000000000000002e4,Kab. Lebak,Prov. Banten,SMA,Benar,SMAS TERPADU AL-QUDWAH,20616362,"{""type"":""Point"",""coordinates"":[106.23525552828016,-6.355788604731189]}"
000000000000000002e5,Kab. Lebak,Prov. Banten,SMA,Benar,SMA IT ADDAWAH,20623100,"{""type"":""Point"",""coordinates"":[106.26404794378226,-6.36078279791105]}"
000000000000000002e6,Kab. Lebak,Prov. Banten,SMA,Benar,SMAN 1 BANJARSARI,20601867,"{""type"":""Point"",""coordinates"":[106.00310135013463,-6.554998944293885]}"
000000000000000002e7,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 2 PANDEGLANG,20600468,"{""type"":""Point"",""coordinates"":[106.10046136253555,-6.319986482373072]}"
000000000000000002e8,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS TERPADU MATHLAUL ANWAR BOJONG,20611160,"{""type"":""Point"",""coordinates"":[105.99989971557824,-6.4659997463681576]}"
000000000000000002e9,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 12 PANDEGLANG,20600471,"{""type"":""Point"",""coordinates"":[105.96749988732391,-6.514898248520245]}"
000000000000000002ea,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA PEDULI BANGSA,69938869,"{""type"":""Point"",""coordinates"":[105.95810010230323,-6.498800893717305]}"
000000000000000002eb,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 17 PANDEGLANG,20600434,"{""type"":""Point"",""coordinates"":[105.69549918216475,-6.604900744182997]}"
000000000000000002ec,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS YANMU PANDEGLANG,20607665,"{""type"":""Point"",""coordinates"":[106.13119794609696,-6.304901343509266]}"
000000000000000002ed,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA ALAM BAHRIATUL ULUM,70025273,"{""type"":""Point"",""coordinates"":[106.09006719797998,-6.328797666054682]}"
000000000000000002ee,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 14 PANDEGLANG,20600469,"{""type"":""Point"",""coordinates"":[106.10190165217583,-6.381201021634778]}"
000000000000000002ef,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS MATHLAUL ANWAR MENES,20600439,"{""type"":""Point"",""coordinates"":[105.92219987972194,-6.388398010735039]}"
000000000000000002f1,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA MUHAMMADIYAH BOJONGMANIK,69944512,"{""type"":""Point"",""coordinates"":[105.90534893684098,-6.558699998168244]}"
000000000000000002f2,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS BIDAYATUL HIDAYAH,20600443,"{""type"":""Point"",""coordinates"":[105.80130027285986,-6.491702004840219]}"
000000000000000002f3,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 10 PANDEGLANG,20600452,"{""type"":""Point"",""coordinates"":[105.9522988118327,-6.394301860529801]}"
000000000000000002f4,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 15 PANDEGLANG,20600460,"{""type"":""Point"",""coordinates"":[105.83150176429487,-6.330897902650856]}"
000000000000000002f5,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS MALNU PUSAT MENES,20607498,"{""type"":""Point"",""coordinates"":[105.91440091197948,-6.3782981468489846]}"
000000000000000002f6,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS PGRI PANDEGLANG,20600437,"{""type"":""Point"",""coordinates"":[106.08830139396282,-6.328200146513521]}"
000000000000000002f7,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS DAAR EL-FALAH,20600442,"{""type"":""Point"",""coordinates"":[105.99269826737694,-6.304098705319646]}"
000000000000000002f8,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 16 PANDEGLANG,20600459,"{""type"":""Point"",""coordinates"":[105.58819983351569,-6.6657005870467305]}"
000000000000000002f9,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA TAHFIDZ AD-DHIYA,70007090,"{""type"":""Point"",""coordinates"":[106.04839243953447,-6.349853541229053]}"
000000000000000002fa,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 3 PANDEGLANG,20600467,"{""type"":""Point"",""coordinates"":[105.82409965654615,-6.363400290229421]}"
000000000000000002fb,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS YPP PANDEGLANG,20600433,"{""type"":""Point"",""coordinates"":[106.1087998815055,-6.310301314884987]}"
000000000000000002fc,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS AL BARKAH,20600436,"{""type"":""Point"",""coordinates"":[106.03909967293909,-6.375199071616839]}"
000000000000000002fd,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 5 PANDEGLANG,20600465,"{""type"":""Point"",""coordinates"":[105.70480086696226,-6.716801885119221]}"
000000000000000002fe,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS ISLAM AL-BINA,69886196,"{""type"":""Point"",""coordinates"":[106.16067706316129,-6.2887816932010585]}"
000000000000000002ff,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA DAAR-RUHAMA,70028289,"{""type"":""Point"",""coordinates"":[106.04289882703664,-6.331999300611057]}"
00000000000000000300,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS MUHAMMADIYAH LABUAN,20600513,"{""type"":""Point"",""coordinates"":[105.82949962792188,-6.376398569800217]}"
00000000000000000301,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA AL-QONA AH,69938658,"{""type"":""Point"",""coordinates"":[105.84849093930849,-6.520824393820274]}"
00000000000000000302,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 6 PANDEGLANG,20600464,"{""type"":""Point"",""coordinates"":[106.10010017535022,-6.3195985405814215]}"
00000000000000000303,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS PASUNDAN,20600438,"{""type"":""Point"",""coordinates"":[106.08994680225152,-6.326795529681684]}"
00000000000000000304,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS SUBIS,69974980,"{""type"":""Point"",""coordinates"":[105.94915960469108,-6.345559426914584]}"
00000000000000000305,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 9 PANDEGLANG,20600461,"{""type"":""Point"",""coordinates"":[105.82150000063199,-6.519299381259995]}"
00000000000000000306,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 1 PANDEGLANG,20600451,"{""type"":""Point"",""coordinates"":[106.11670140857221,-6.283301458006373]}"
00000000000000000307,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 13 PANDEGLANG,20600470,"{""type"":""Point"",""coordinates"":[106.09820059830146,-6.268100382515176]}"
00000000000000000308,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS ISLAM PAGELARAN,20600440,"{""type"":""Point"",""coordinates"":[105.84990001524137,-6.4295020042457045]}"
00000000000000000309,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 18 Pandeglang,69985873,"{""type"":""Point"",""coordinates"":[105.8780012700802,-6.71610180625383]}"
0000000000000000030a,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 11 PANDEGLANG,20600453,"{""type"":""Point"",""coordinates"":[105.89789777898066,-6.36489854818338]}"
0000000000000000030b,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 7 PANDEGLANG,20600463,"{""type"":""Point"",""coordinates"":[105.89569944216132,-6.607901719191966]}"
0000000000000000030c,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS AT-TAAWUN TEGALLEGA,20600445,"{""type"":""Point"",""coordinates"":[105.8857021375995,-6.396098878254341]}"
0000000000000000030d,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 8 PANDEGLANG,20600462,"{""type"":""Point"",""coordinates"":[106.05120167319814,-6.331798641063649]}"
0000000000000000030e,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA KUN KARIMA,69968325,"{""type"":""Point"",""coordinates"":[106.10567405166704,-6.323513631306348]}"
0000000000000000030f,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN 4 PANDEGLANG,20600466,"{""type"":""Point"",""coordinates"":[105.91519909106805,-6.3892987491478355]}"
00000000000000000310,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAS RIYADHUSSHOLIHIIN,69862592,"{""type"":""Point"",""coordinates"":[106.05166541970769,-6.370882661797104]}"
00000000000000000311,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMAN CMBBS,20607805,"{""type"":""Point"",""coordinates"":[106.07964181971703,-6.317137116799921]}"
00000000000000000312,Kab. Pandeglang,Prov. Banten,SMA,Benar,SMA NEGERI 19 PANDEGLANG,70011722,"{""type"":""Point"",""coordinates"":[106.00998620216114,-6.378779729762757]}"
00000000000000000313,Kab. Serang,Prov. Banten,SMA,Benar,SMAS NURUL FATAH,20605361,"{""type"":""Point"",""coordinates"":[106.3327983638243,-6.209498876470789]}"
00000000000000000314,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 ANYER,20605353,"{""type"":""Point"",""coordinates"":[105.904599807864,-6.060698674317303]}"
00000000000000000315,Kab. Serang,Prov. Banten,SMA,Benar,SMAS NURUL FALAH PETIR,20605360,"{""type"":""Point"",""coordinates"":[106.20730142377613,-6.237600131309606]}"
00000000000000000316,Kab. Serang,Prov. Banten,SMA,Benar,SMA TERPADU AL HIDAYAH,69881567,"{""type"":""Point"",""coordinates"":[105.97722072762042,-6.066553474000476]}"
00000000000000000317,Kab. Serang,Prov. Banten,SMA,Benar,SMAS PGRI KRAGILAN,20605365,"{""type"":""Point"",""coordinates"":[106.28950049259535,-6.139299248586392]}"
00000000000000000318,Kab. Serang,Prov. Banten,SMA,Benar,SMAS PLUS BAITURRAHMAN,69759247,"{""type"":""Point"",""coordinates"":[105.85380172866316,-6.214501987852756]}"
00000000000000000319,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 PADARINCANG,20605101,"{""type"":""Point"",""coordinates"":[105.97090218142768,-6.208098718740008]}"
0000000000000000031a,Kab. Serang,Prov. Banten,SMA,Benar,SMA ISLAM TERPADU BINA INSANI,69901925,"{""type"":""Point"",""coordinates"":[106.06469937208692,-6.059900495228735]}"
0000000000000000031b,Kab. Serang,Prov. Banten,SMA,Benar,SMAS MATHLA UL FALAH,20616086,"{""type"":""Point"",""coordinates"":[106.33620065792809,-6.041301584734813]}"
0000000000000000031c,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 KIBIN,20605107,"{""type"":""Point"",""coordinates"":[106.31958158830189,-6.151155998287503]}"
0000000000000000031d,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 KRAMAT WATU,20605108,"{""type"":""Point"",""coordinates"":[106.11370043356322,-6.074000172759731]}"
0000000000000000031e,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 PETIR,20605091,"{""type"":""Point"",""coordinates"":[106.20540184672736,-6.223299794231204]}"
0000000000000000031f,Kab. Serang,Prov. Banten,SMA,Benar,SMAS BINA PUTRA BANGSA,20605326,"{""type"":""Point"",""coordinates"":[106.22870064973159,-6.12770112674638]}"
00000000000000000320,Kab. Serang,Prov. Banten,SMA,Benar,SMA DAAR EL HASANAH,69984259,"{""type"":""Point"",""coordinates"":[106.3377301295894,-6.297329789920513]}"
00000000000000000321,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 CINANGKA,20605090,"{""type"":""Point"",""coordinates"":[105.86560051005056,-6.128499305834946]}"
00000000000000000322,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 JAWILAN,20605105,"{""type"":""Point"",""coordinates"":[106.33769891588204,-6.290601006430866]}"
00000000000000000323,Kab. Serang,Prov. Banten,SMA,Benar,SMAS IT AL IZZAH,69971482,"{""type"":""Point"",""coordinates"":[106.24643449462117,-6.115046197956701]}"
00000000000000000324,Kab. Serang,Prov. Banten,SMA,Benar,SMAS BINA PUTERA KOPO,20605325,"{""type"":""Point"",""coordinates"":[106.3852017194044,-6.306899020781209]}"
00000000000000000325,Kab. Serang,Prov. Banten,SMA,Benar,SMAS NURUL ISLAH,20614079,"{""type"":""Point"",""coordinates"":[106.19849915829661,-6.249501472021254]}"
00000000000000000326,Kab. Serang,Prov. Banten,SMA,Benar,SMAS IT LA TAHZAN,20614874,"{""type"":""Point"",""coordinates"":[106.33469794087307,-6.221199557635032]}"
00000000000000000327,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 GUNUNG SARI,20613794,"{""type"":""Point"",""coordinates"":[106.05690040434443,-6.154000904759602]}"
00000000000000000328,Kab. Serang,Prov. Banten,SMA,Benar,SMAIT INSAN CITA SERANG,69992935,"{""type"":""Point"",""coordinates"":[106.064538844449,-6.167583326568399]}"
00000000000000000329,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 PAMARAYAN,20605100,"{""type"":""Point"",""coordinates"":[106.28450184031443,-6.270798138652512]}"
0000000000000000032a,Kab. Serang,Prov. Banten,SMA,Benar,SMAS DAARUL HIKMAH,20613968,"{""type"":""Point"",""coordinates"":[106.33069812722812,-6.03620037312967]}"
0000000000000000032b,Kab. Serang,Prov. Banten,SMA,Benar,SMAS MATHLA UL ANWAR CINANGKA,20613799,"{""type"":""Point"",""coordinates"":[105.89919983648826,-6.189901127340896]}"
0000000000000000032c,Kab. Serang,Prov. Banten,SMA,Benar,SMAS TERPADU AL JAUHAROTUNNAQIYYAH,20613811,"{""type"":""Point"",""coordinates"":[106.09919943693744,-6.037199211765643]}"
0000000000000000032d,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 TIRTAYASA,20605095,"{""type"":""Point"",""coordinates"":[106.32859789063195,-6.023500853329456]}"
0000000000000000032e,Kab. Serang,Prov. Banten,SMA,Benar,SMA BINA INSANI ANYER,20615882,"{""type"":""Point"",""coordinates"":[105.92219987972194,-6.069701599344209]}"
0000000000000000032f,Kab. Serang,Prov. Banten,SMA,Benar,SMAS AL HUSEN,20605337,"{""type"":""Point"",""coordinates"":[106.21869888606874,-6.269901859340769]}"
00000000000000000330,Kab. Serang,Prov. Banten,SMA,Benar,SMA AL MASAALIKUL ULUM,69961316,"{""type"":""Point"",""coordinates"":[106.27300627779864,-6.168363669252753]}"
00000000000000000331,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 LEBAK WANGI,69986036,"{""type"":""Point"",""coordinates"":[106.25398375270464,-6.081705499380085]}"
00000000000000000332,Kab. Serang,Prov. Banten,SMA,Benar,SMAS AL MUKHTARIAH,20605331,"{""type"":""Point"",""coordinates"":[106.38449718143795,-6.146028032076042]}"
00000000000000000333,Kab. Serang,Prov. Banten,SMA,Benar,SMAS BINA MACHMUD,20615027,"{""type"":""Point"",""coordinates"":[106.0742017164318,-6.223598554001787]}"
00000000000000000334,Kab. Serang,Prov. Banten,SMA,Benar,SMA PESANTREN UNGGUL AL BAYAN ANYER,69882330,"{""type"":""Point"",""coordinates"":[105.92135710962286,-6.082347609931782]}"
00000000000000000335,Kab. Serang,Prov. Banten,SMA,Benar,SMAS AL IRSYAD WARINGINKURUNG,20613798,"{""type"":""Point"",""coordinates"":[106.085398519177,-6.073799513212326]}"
00000000000000000336,Kab. Serang,Prov. Banten,SMA,Benar,SMAS MANBAUL HIKMAT,20614141,"{""type"":""Point"",""coordinates"":[106.17590043415777,-6.2530999665713844]}"
00000000000000000337,Kab. Serang,Prov. Banten,SMA,Benar,SMA ISLAM TERPADU BAYT AL QUR AN,69882329,"{""type"":""Point"",""coordinates"":[106.3223016399445,-6.201499249180908]}"
00000000000000000338,Kab. Serang,Prov. Banten,SMA,Benar,SMAS AL KHAIRIYAH TANARA,20605341,"{""type"":""Point"",""coordinates"":[106.36340117435411,-6.032699978802715]}"
00000000000000000339,Kab. Serang,Prov. Banten,SMA,Benar,SMAN 1 PULOAMPEL,20622300,"{""type"":""Point"",""coordinates"":[106.08189812485006,-5.904799583286726]}"
0000000000000000033a,Kab. Serang,Prov. Banten,SMA,Benar,SMAS PGRI BOJONEGARA,20614312,"{""type"":""Point"",""coordinates"":[106.09230120760775,-5.970000558890212]}"
0000000000000000033b,Kab. Serang,Prov. Banten,SMA,Benar,SMAS PLUS ASSA ADAH,20605356,"{""type"":""Point"",""coordinates"":[106.25809950297699,-6.241399285407144]}"
