system:index,Kab_Kota,Provinsi,Status,Status Koo,nama_sekol,npsn,.geo
00000000000000000677,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS TARSISIUS 1 JAKARTA,20100197,"{""type"":""Point"",""coordinates"":[106.81520175219028,-6.164502087740468]}"
00000000000000000678,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KRISTEN 2 BPK PENABUR,20100186,"{""type"":""Point"",""coordinates"":[106.83129910699323,-6.166700424559817]}"
00000000000000000679,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS TRIWIBAWA JAKARTA,20100213,"{""type"":""Point"",""coordinates"":[106.83780047632916,-6.1463981374634775]}"
0000000000000000067a,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS DWISAKA JAKARTA,20108499,"{""type"":""Point"",""coordinates"":[106.84919793862176,-6.204798983960458]}"
0000000000000000067b,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS SANTO PAULUS JAKARTA,20100179,"{""type"":""Point"",""coordinates"":[106.80149893465304,-6.164301428193063]}"
0000000000000000067c,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMA Perkumpulan Mandiri,20107250,"{""type"":""Point"",""coordinates"":[106.83190108563544,-6.18859906983329]}"
0000000000000000067d,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 7 JAKARTA,20100200,"{""type"":""Point"",""coordinates"":[106.81399779490587,-6.210698374654167]}"
0000000000000000067e,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ADVENT 1 JAKARTA,20108498,"{""type"":""Point"",""coordinates"":[106.84379796724605,-6.179199284812626]}"
0000000000000000067f,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 10 JAKARTA,20100217,"{""type"":""Point"",""coordinates"":[106.82639855493548,-6.146201937017127]}"
00000000000000000680,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS SUNDA KELAPA JAKARTA,20100180,"{""type"":""Point"",""coordinates"":[106.83260116450084,-6.201097930086099]}"
00000000000000000681,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 30 JAKARTA,20100224,"{""type"":""Point"",""coordinates"":[106.87490019709384,-6.186900152331928]}"
00000000000000000682,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 77 JAKARTA,20100201,"{""type"":""Point"",""coordinates"":[106.86640115048594,-6.175101370944509]}"
00000000000000000683,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS  PERGURUAN KSATRYA,20100193,"{""type"":""Point"",""coordinates"":[106.86710122935133,-6.186601392561346]}"
00000000000000000684,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KARTINI 1 JAKARTA,20100185,"{""type"":""Point"",""coordinates"":[106.8554005481871,-6.165799686147021]}"
00000000000000000685,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS MUHAMMADIYAH 2 JAKARTA,20100182,"{""type"":""Point"",""coordinates"":[106.84229970929209,-6.162401851144296]}"
00000000000000000686,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KRISTEN KARUNIA JAKARTA,20100190,"{""type"":""Point"",""coordinates"":[106.83619965905098,-6.158299478175126]}"
00000000000000000687,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 4 JAKARTA,20100211,"{""type"":""Point"",""coordinates"":[106.83560213950982,-6.178797965717815]}"
00000000000000000688,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS MUHAMMADIYAH 1 JAKARTA,20100195,"{""type"":""Point"",""coordinates"":[106.84609886338963,-6.188001550292128]}"
00000000000000000689,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KRISTEN KETAPANG 1 JAKARTA,20100191,"{""type"":""Point"",""coordinates"":[106.81410035423008,-6.160600374318703]}"
0000000000000000068a,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS TAMAN MADYA I JAKARTA,20100181,"{""type"":""Point"",""coordinates"":[106.85709946568848,-6.1573006395391525]}"
0000000000000000068b,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 35 JAKARTA,20100212,"{""type"":""Point"",""coordinates"":[106.81419845445328,-6.209298216923386]}"
0000000000000000068c,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PSKD 1 JAKARTA,20100490,"{""type"":""Point"",""coordinates"":[106.84010137247274,-6.1803006827728275]}"
0000000000000000068d,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS SANTA THERESIA JAKARTA,20100198,"{""type"":""Point"",""coordinates"":[106.8254978165227,-6.189098489151275]}"
0000000000000000068e,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 68 JAKARTA,20100199,"{""type"":""Point"",""coordinates"":[106.85090131522418,-6.197900754630778]}"
0000000000000000068f,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KANISIUS JAKARTA,20100170,"{""type"":""Point"",""coordinates"":[106.83529892063818,-6.185499994601145]}"
00000000000000000690,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS SANTO BELLARMINUS JAKARTA,20108507,"{""type"":""Point"",""coordinates"":[106.82779871266628,-6.190208805313583]}"
00000000000000000691,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS AT TAQWA JAKARTA,20100484,"{""type"":""Point"",""coordinates"":[106.83960195315474,-6.145399298827505]}"
00000000000000000692,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ISLAM AL - JIHAD JAKARTA,20100505,"{""type"":""Point"",""coordinates"":[106.85169949431275,-6.18570065414855]}"
00000000000000000693,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS HATI SUCI,20108501,"{""type"":""Point"",""coordinates"":[106.81740008900964,-6.183497858228147]}"
00000000000000000694,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 27 JAKARTA,20100223,"{""type"":""Point"",""coordinates"":[106.86120183865765,-6.181999600274191]}"
00000000000000000695,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ADVENT SALEMBA,20100175,"{""type"":""Point"",""coordinates"":[106.85149883476535,-6.196901915994806]}"
00000000000000000696,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 1 JAKARTA,20100216,"{""type"":""Point"",""coordinates"":[106.83780047632916,-6.166798524782994]}"
00000000000000000697,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KRISTEN 3 PENABUR JAKARTA,20100187,"{""type"":""Point"",""coordinates"":[106.8399988131485,-6.169001320703394]}"
00000000000000000698,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS YP IPPI PETOJO JAKARTA,20100215,"{""type"":""Point"",""coordinates"":[106.81130003876854,-6.163802008875077]}"
00000000000000000699,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PERGURUAN NASIONAL JAKARTA,20100174,"{""type"":""Point"",""coordinates"":[106.8622987775168,-6.169598840244557]}"
0000000000000000069a,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KRISTEN BETHEL JAKARTA,20100188,"{""type"":""Point"",""coordinates"":[106.80580196716961,-6.196398037575767]}"
0000000000000000069b,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 25 JAKARTA,20100221,"{""type"":""Point"",""coordinates"":[106.81349837558788,-6.167601162972613]}"
0000000000000000069c,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS BUDI MULIA JAKARTA,20107249,"{""type"":""Point"",""coordinates"":[106.82820003176107,-6.14819961428907]}"
0000000000000000069d,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 5 JAKARTA,20100210,"{""type"":""Point"",""coordinates"":[106.86669991025654,-6.158901456817341]}"
0000000000000000069e,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS MUHAMMADIYAH 14 JAKARTA,20100184,"{""type"":""Point"",""coordinates"":[106.80800030398896,-6.2075011991988465]}"
0000000000000000069f,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS TAMAN MADYA 5 JAKARTA,20100196,"{""type"":""Point"",""coordinates"":[106.8620000177462,-6.192099464160245]}"
000000000000000006a0,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 20 JAKARTA,20100218,"{""type"":""Point"",""coordinates"":[106.8324986051766,-6.159298316811097]}"
000000000000000006a1,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ISLAM SAID NA UM JAKARTA,20108502,"{""type"":""Point"",""coordinates"":[106.81620059082627,-6.191501944619084]}"
000000000000000006a2,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PASKALIS,20100173,"{""type"":""Point"",""coordinates"":[106.87289806072083,-6.161501112731499]}"
000000000000000006a3,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS MUHAMMADIYAH 16 JAKARTA,20100183,"{""type"":""Point"",""coordinates"":[106.84650018248443,-6.1699020591161915]}"
000000000000000006a4,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS FRANSISKUS 1 JAKARTA,20100489,"{""type"":""Point"",""coordinates"":[106.84620142271383,-6.187898990967899]}"
000000000000000006a5,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,SMA,Benar,SMAS BUNDA MULIA JAKARTA,20100486,"{""type"":""Point"",""coordinates"":[106.81249953695189,-6.163498790003443]}"
000000000000000006a6,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA ISLAM AL JABR,69935208,"{""type"":""Point"",""coordinates"":[106.7930355608536,-6.307286962572858]}"
000000000000000006a7,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA 2 PERGURUAN CIKINI,70004534,"{""type"":""Point"",""coordinates"":[106.82042335952387,-6.3532781308381]}"
000000000000000006a8,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS GITA KIRTTI 3 JAKARTA,20107298,"{""type"":""Point"",""coordinates"":[106.79220170895661,-6.258901257041918]}"
000000000000000006a9,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA ICHTHUS,69983983,"{""type"":""Point"",""coordinates"":[106.80288571508066,-6.297490317558439]}"
000000000000000006aa,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS BAKTI IDHATA JAKARTA,20107280,"{""type"":""Point"",""coordinates"":[106.79419938622857,-6.2836002177769545]}"
000000000000000006ab,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA AL-KAUTSAR,20107284,"{""type"":""Point"",""coordinates"":[106.80260033261324,-6.262999170910034]}"
000000000000000006ac,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 74 JAKARTA,20102569,"{""type"":""Point"",""coordinates"":[106.78619975893868,-6.250299651109821]}"
000000000000000006ad,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS LENTERA INDONESIA,20177916,"{""type"":""Point"",""coordinates"":[106.77630055460003,-6.25099972997521]}"
000000000000000006ae,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 97 JAKARTA,20102562,"{""type"":""Point"",""coordinates"":[106.80099951533506,-6.34220172382134]}"
000000000000000006af,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS MUHAMMADIYAH 18 JAKARTA,20107315,"{""type"":""Point"",""coordinates"":[106.77250140050249,-6.238001450404417]}"
000000000000000006b0,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ASISI JAKARTA,20107278,"{""type"":""Point"",""coordinates"":[106.84229970929209,-6.231401980845316]}"
000000000000000006b1,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ISLAM AL-AZHAR 3 JAKARTA,20107306,"{""type"":""Point"",""coordinates"":[106.80009877692225,-6.233899077435247]}"
000000000000000006b2,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KARTIKA VIII-1 JAKARTA,20107309,"{""type"":""Point"",""coordinates"":[106.83190108563544,-6.3413990856317195]}"
000000000000000006b3,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 49 JAKARTA,20102592,"{""type"":""Point"",""coordinates"":[106.81920156583524,-6.323700913550593]}"
000000000000000006b4,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ISLAM AL-KHOLIDIN JAKARTA,20107307,"{""type"":""Point"",""coordinates"":[106.8063013864876,-6.247098016553447]}"
000000000000000006b5,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 29 JAKARTA,20102217,"{""type"":""Point"",""coordinates"":[106.78400142211933,-6.237198812214796]}"
000000000000000006b6,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS MUHAMMADIYAH 5 JAKARTA,20107317,"{""type"":""Point"",""coordinates"":[106.85370163068573,-6.235401794490258]}"
000000000000000006b7,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 108 JAKARTA,20102230,"{""type"":""Point"",""coordinates"":[106.76190211729845,-6.252698647476574]}"
000000000000000006b8,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 109 JAKARTA,20102219,"{""type"":""Point"",""coordinates"":[106.83560213950982,-6.345002039282903]}"
000000000000000006b9,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 60 JAKARTA,20102573,"{""type"":""Point"",""coordinates"":[106.82499839720472,-6.258901257041917]}"
000000000000000006ba,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 46 JAKARTA,20102210,"{""type"":""Point"",""coordinates"":[106.79480136487078,-6.257897959304892]}"
000000000000000006bb,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS DEWI SARTIKA,20107294,"{""type"":""Point"",""coordinates"":[106.8476996806678,-6.237301371539026]}"
000000000000000006bc,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA PERGURUAN RAKYAT 1 JAKARTA,20109524,"{""type"":""Point"",""coordinates"":[106.82630045471231,-6.344801379735499]}"
000000000000000006bd,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS YASPORBI 1 JAKARTA,20107340,"{""type"":""Point"",""coordinates"":[106.84229970929209,-6.239499708358373]}"
000000000000000006be,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PSKD 4 JAKARTA,20107327,"{""type"":""Point"",""coordinates"":[106.80140083442987,-6.247200575877676]}"
000000000000000006bf,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS SULUH JAKARTA,20107331,"{""type"":""Point"",""coordinates"":[106.84220160906891,-6.288398210510462]}"
000000000000000006c0,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 38 JAKARTA,20102212,"{""type"":""Point"",""coordinates"":[106.83599899950357,-6.335999114255998]}"
000000000000000006c1,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 82 JAKARTA,20102566,"{""type"":""Point"",""coordinates"":[106.7995993576043,-6.231201321297911]}"
000000000000000006c2,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 86 JAKARTA,20102565,"{""type"":""Point"",""coordinates"":[106.76130013865624,-6.2622009918214685]}"
000000000000000006c3,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS SUMBANGSIH JAKARTA,20107332,"{""type"":""Point"",""coordinates"":[106.81740008900964,-6.29029778755923]}"
000000000000000006c4,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS YMIK 2 JAKARTA,20107342,"{""type"":""Point"",""coordinates"":[106.85300155182036,-6.211001593525801]}"
000000000000000006c5,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA KEMALA BHAYANGKARI 1,20107311,"{""type"":""Point"",""coordinates"":[106.81950032560582,-6.283100798458968]}"
000000000000000006c6,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PERG CIKINI JAKARTA,20107325,"{""type"":""Point"",""coordinates"":[106.83369810335999,-6.25359938588937]}"
000000000000000006c7,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 8 JAKARTA,20102568,"{""type"":""Point"",""coordinates"":[106.8551998886397,-6.23299833902245]}"
000000000000000006c8,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS AL IZHAR JAKARTA,20107277,"{""type"":""Point"",""coordinates"":[106.790899651449,-6.3096993362427725]}"
000000000000000006c9,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 28 JAKARTA,20107319,"{""type"":""Point"",""coordinates"":[106.833198684042,-6.285798554596304]}"
000000000000000006ca,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS FATAHILLAH JAKARTA,20107297,"{""type"":""Point"",""coordinates"":[106.83190108563544,-6.274097873432061]}"
000000000000000006cb,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS 17 AGUSTUS 45 JAKARTA,20107274,"{""type"":""Point"",""coordinates"":[106.8502012363588,-6.224699951961988]}"
000000000000000006cc,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 66 JAKARTA,20102571,"{""type"":""Point"",""coordinates"":[106.80499932898002,-6.306600261010628]}"
000000000000000006cd,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 43 JAKARTA,20102211,"{""type"":""Point"",""coordinates"":[106.8415996304267,-6.2162009053541185]}"
000000000000000006ce,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS MUTTAQIEN JAKARTA,20107318,"{""type"":""Point"",""coordinates"":[106.85960102137945,-6.2415999449545465]}"
000000000000000006cf,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN RAGUNAN JAKARTA,20102576,"{""type"":""Point"",""coordinates"":[106.82729929334828,-6.3066983612338054]}"
000000000000000006d0,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KARTIKA X-1,20107308,"{""type"":""Point"",""coordinates"":[106.75870048274207,-6.260399514995875]}"
000000000000000006d1,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS GONZAGA JAKARTA,20107299,"{""type"":""Point"",""coordinates"":[106.82259940083796,-6.2772995079884355]}"
000000000000000006d2,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA LABSCHOOL KEBAYORAN,20107313,"{""type"":""Point"",""coordinates"":[106.79150163009123,-6.245100339281503]}"
000000000000000006d3,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 3 JAKARTA,20102216,"{""type"":""Point"",""coordinates"":[106.82580103539432,-6.209802095342425]}"
000000000000000006d4,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS BAKTI MULYA 400,20107281,"{""type"":""Point"",""coordinates"":[106.77350023913846,-6.283502117553779]}"
000000000000000006d5,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 6 JAKARTA,20102574,"{""type"":""Point"",""coordinates"":[106.79749912100812,-6.242902002462153]}"
000000000000000006d6,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS AL AZHAR SYIFA BUDI,20107276,"{""type"":""Point"",""coordinates"":[106.81120193854534,-6.254201364531586]}"
000000000000000006d7,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 55 JAKARTA,20102575,"{""type"":""Point"",""coordinates"":[106.83909807473572,-6.255400862714962]}"
000000000000000006d8,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA ISLAM AL-AZHAR 2 JAKARTA,20107305,"{""type"":""Point"",""coordinates"":[106.83500016086758,-6.29729857621314]}"
000000000000000006d9,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS DHARMA KARYA JAKARTA,20107295,"{""type"":""Point"",""coordinates"":[106.79989811737485,-6.247200575877676]}"
000000000000000006da,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 32 JAKARTA,20102215,"{""type"":""Point"",""coordinates"":[106.77440097755125,-6.2322001599338845]}"
000000000000000006db,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 47 JAKARTA,20102193,"{""type"":""Point"",""coordinates"":[106.77309892004365,-6.247098016553447]}"
000000000000000006dc,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA BUNDA KANDUNG JAKARTA,20107287,"{""type"":""Point"",""coordinates"":[106.84290168793429,-6.295599658711777]}"
000000000000000006dd,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS TRIGUNA JAKARTA,20107336,"{""type"":""Point"",""coordinates"":[106.763699135023,-6.2599000956778905]}"
000000000000000006de,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ISLAM AL-AZHAR 1 JAKARTA,20107304,"{""type"":""Point"",""coordinates"":[106.80027268186336,-6.234126491588971]}"
000000000000000006df,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PGRI 3 JAKARTA,20107326,"{""type"":""Point"",""coordinates"":[106.79200104940921,-6.304598124637631]}"
000000000000000006e0,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PATTIMURA JAKARTA,20107323,"{""type"":""Point"",""coordinates"":[106.81950032560582,-6.326898089005913]}"
000000000000000006e1,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS INTERNATIONAL ISLAMIC HIGH SCHOOL (IIHS),20109516,"{""type"":""Point"",""coordinates"":[106.8338987629074,-6.2277009269709565]}"
000000000000000006e2,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KHARISMAWITA JAKARTA,20107312,"{""type"":""Point"",""coordinates"":[106.84600076316643,-6.2997020316809484]}"
000000000000000006e3,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA Plus Khadijah Islamic School,20112406,"{""type"":""Point"",""coordinates"":[106.79900183806313,-6.310301314884988]}"
000000000000000006e4,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PURNAMA JAKARTA,20107328,"{""type"":""Point"",""coordinates"":[106.80580196716963,-6.241501844731372]}"
000000000000000006e5,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS PANGUDI LUHUR JAKARTA,20107322,"{""type"":""Point"",""coordinates"":[106.80639948671079,-6.25359938588937]}"
000000000000000006e6,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA GARUDA CENDEKIA,69883506,"{""type"":""Point"",""coordinates"":[106.81822056360348,-6.256649411009928]}"
000000000000000006e7,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA CHARITAS,20107289,"{""type"":""Point"",""coordinates"":[106.77160066208968,-6.297401135537369]}"
000000000000000006e8,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 70 JAKARTA,20102570,"{""type"":""Point"",""coordinates"":[106.79699970169011,-6.241698045177723]}"
000000000000000006e9,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA JAGAKARSA,70006224,"{""type"":""Point"",""coordinates"":[106.82359823947392,-6.33190120038788]}"
000000000000000006ea,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS DARUL MAARIF JAKARTA,20107291,"{""type"":""Point"",""coordinates"":[106.79799854032609,-6.267400303649786]}"
000000000000000006eb,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 90 JAKARTA,20102563,"{""type"":""Point"",""coordinates"":[106.74810119953803,-6.243499522003315]}"
000000000000000006ec,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS ISLAM AS SYAFIIYAH 01 JAKARTA,20107279,"{""type"":""Point"",""coordinates"":[106.8511019747716,-6.220200718999061]}"
000000000000000006ed,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS KELUARGA WIDURI JAKARTA,20107310,"{""type"":""Point"",""coordinates"":[106.78800123576426,-6.303701845325889]}"
000000000000000006ee,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAK TIRTAMARTA - BPK PENABUR,20102231,"{""type"":""Point"",""coordinates"":[106.78820189531169,-6.283800877324358]}"
000000000000000006ef,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA MUHAMMADIYAH 3 JAKARTA,20107314,"{""type"":""Point"",""coordinates"":[106.79069899190159,-6.247998754966242]}"
000000000000000006f0,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 26 JAKARTA,20102218,"{""type"":""Point"",""coordinates"":[106.84849785975636,-6.233399658117261]}"
000000000000000006f1,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 34 JAKARTA,20102214,"{""type"":""Point"",""coordinates"":[106.79489946509395,-6.313400390117133]}"
000000000000000006f2,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS IS AVICENA,20107302,"{""type"":""Point"",""coordinates"":[106.81539795263663,-6.346700956784267]}"
000000000000000006f3,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA HERITAGE SCHOOL JAKARTA,70003010,"{""type"":""Point"",""coordinates"":[106.78191456282632,-6.2713466080820846]}"
000000000000000006f4,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA CENDERAWASIH 1,20107288,"{""type"":""Point"",""coordinates"":[106.79430194555277,-6.312700311251743]}"
000000000000000006f5,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAN 79 JAKARTA,20107320,"{""type"":""Point"",""coordinates"":[106.83800113587657,-6.222198396271004]}"
000000000000000006f6,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS DARUNNAJAH,20107292,"{""type"":""Point"",""coordinates"":[106.76159889842683,-6.246999916330269]}"
000000000000000006f7,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMAS 28 OKTOBER 1928,20107275,"{""type"":""Point"",""coordinates"":[106.81760074855704,-6.262901070686858]}"
000000000000000006f8,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,SMA,Benar,SMA TARAKANITA 1 JAKARTA,20107334,"{""type"":""Point"",""coordinates"":[106.8120982178571,-6.246099177917475]}"
