"Intercept","kamar","rumah","dis_SD","dis_SMP","dis_SMA","y","yhat","residual","CV_Score","Stud_residual","Intercept_SE","kamar_SE","rumah_SE","dis_SD_SE","dis_SMP_SE","dis_SMA_SE","Intercept_TV","kamar_TV","rumah_TV","dis_SD_TV","dis_SMP_TV","dis_SMA_TV","Local_R2","X","Y"
-9427780.31562555,139662056.342621,10662244.4538391,206079929671.359,-143756572428.818,-53319401299.4324,1635945000,1765794197.83457,-129849197.834567,0,-0.29224791504547,36125382.9973481,2551512.36434212,149544.766394207,6344176997.88654,5927205239.47877,2797707245.6923,-0.260973850888103,54.7369702355456,71.2980113642554,32.4833197024629,-24.2536856107685,-19.0582489935391,0.854042777069752,110.457814511505,-7.03729288052541
-380089302.123092,120792637.335471,12503888.1699566,136485922973.223,-145401214714.663,-5799039763.52942,559900000,856352257.348896,-296452257.348896,0,-0.669519244916565,33268114.6925422,2613642.8980289,196473.706382721,5702971534.87358,5941598415.57129,2320729936.62323,-11.4250328170324,46.2161978694825,63.6415345349044,23.9324222711991,-24.4717337902889,-2.4987999129133,0.921937741742275,110.339701263933,-7.04100577270538
255158485.133952,168196992.401915,7498497.29214999,182334367959.974,-118087772058.068,-70040473604.759,5.25e+08,445787758.576506,79212241.4234935,0,0.178722074506972,35301105.9175762,2999604.74466494,149824.545281274,6801595174.69958,6138128535.95926,3754401951.48157,7.22805924918376,56.0730518582716,50.0485236118866,26.8075889959193,-19.238400005192,-18.6555607284189,0.856764795812396,110.495505209251,-7.00696995153493
248529009.433423,169237629.470638,7548072.62215812,191600409298.747,-122271046683.441,-72306377587.6621,3.5e+09,3957157262.90357,-457157262.903571,0,-1.03216801242674,35204450.7814452,2858134.26942818,150063.237221393,6611282763.58731,6172988720.14771,3429183641.83756,7.0595905891653,59.2126238717596,50.2992789034811,28.9808220507549,-19.8074307643503,-21.085595039441,0.856098577164253,110.484143962788,-7.01419540190976
-452005504.14683,109912143.475196,13469290.6032937,133077357252.907,-139580970536.382,-4547727562.57544,3.2e+09,2944685256.76589,255314743.234111,0,0.57659753038271,38235403.4217118,3148134.20487597,250980.900276434,6294791249.36746,6317809721.85082,2342108155.81015,-11.8216486213445,34.9134237368149,53.6665960973859,21.1408690107523,-22.0932533079662,-1.94172397687687,0.927700746799734,110.316563066798,-7.05260598339776
-376294317.839311,113967132.847039,12369873.7247087,137793533512.681,-135978795939.656,1565940652.94202,6.47e+08,919436314.843399,-272436314.843399,0,-0.6136021958285,32693145.5373986,2372229.89531726,147646.783180081,5145816143.48011,5065131110.97463,3016428185.30371,-11.5098841562632,48.0421956876981,83.7801776529156,26.7777801753117,-26.8460564910216,0.519137389237844,0.893499762642941,110.420601133491,-7.07720906516463
30748965.0071785,142132456.099508,10264006.5421519,201678935958.128,-140464289541.117,-55338142960.8235,810500000,1185261824.34835,-374761824.348345,0,-0.844923426236781,36214829.7583197,2564738.61617569,148200.586261632,6338107913.7359,5948740526.93408,2787856074.27444,0.849071090831638,55.4179108947342,69.2575299535719,31.8200539818911,-23.612441811025,-19.8497130004194,0.854719306730984,110.456839960362,-7.03229177263098
51868636.6383014,128868831.555582,10386954.6732808,167366860676.855,-150113410609.789,-30992601208.3054,1.833e+09,1597838322.86365,235161677.136345,0,0.529763819046349,31686155.8780883,2410288.23233756,142124.464142615,5344038225.57289,5400335766.4559,2267494556.72747,1.63694948790458,53.4661497436768,73.0835098372505,31.3184250584048,-27.7970513504393,-13.6682141601412,0.874299196651954,110.424790155701,-7.02854440805782
153047597.771961,146036468.901951,9034827.18635143,163543608802.638,-131577010802.488,-50239712481.858,3.6e+09,3650611081.02516,-50611081.0251646,0,-0.114121488604854,31551332.2121972,2612012.25794481,141148.097825357,5580279847.22196,5366053741.25811,2414723136.02263,4.85074914563499,55.9095649179136,64.0095568098285,29.3074206455891,-24.5202558801877,-20.805578797994,0.883012095306144,110.429094529685,-6.99741028092495
136093363.316324,154617802.777817,8755607.31509854,156466639638.628,-124689484972.98,-52286365924.1499,2.65e+09,2389378507.15022,260621492.849776,0,0.587725088365295,34427350.4059129,2682048.54669015,151261.141493279,5536260559.5082,5343921451.74471,2350573062.3742,3.95305946323857,57.6491439607336,57.8840489279767,28.262152396333,-23.3329561631693,-22.2440930516485,0.884375736163701,110.419417001719,-6.98111668412833
233424304.170457,166131281.378298,7747614.3526795,164135208664.408,-115416470580.519,-69752909017.2998,1.1e+09,2132553192.41885,-1032553192.41885,0,-2.32527845020208,33451924.0719591,2735648.59318283,144404.968229653,6304461781.10144,5971439440.8434,2928972243.35292,6.97790368256049,60.72829741082,53.6519930557939,26.0347694003678,-19.3280819011736,-23.8148071138601,0.830348325277457,110.467647938058,-6.99908443798473
31664424.634903,158928522.850735,8837485.99661348,155620724299.005,-114378837354.041,-53029837140.6968,5.5e+08,973211374.816852,-423211374.816852,0,-0.955288181951629,36144557.4133177,2743115.60025699,149933.627411862,5493918405.00438,5288130753.74672,2358772359.32301,0.876049588125155,57.9372312402169,58.9426544876237,28.3259984635467,-21.6293512169687,-22.4819647945667,0.883880610450611,110.414569905812,-6.96766674842929
-588668928,162609152,10518256,861143040,43704647680,-44577062912,3.6e+08,347772834.982521,12227165.0174789,0,0.0278582815621531,189763705948.529,5401969060.8472,654717805.641576,33473292041862.2,20749733942953.4,12764049718594.3,-0.00310211547069843,0.0301018295677721,0.016065327549314,2.57262727228335e-05,0.00210627508767852,-0.00349239182663646,0.998201175658003,111.548063875692,-6.63794339995524
-324019232.102483,130224112.48183,11603654.1674654,103672037337.054,-90939658077.6298,-24785982039.9175,6.5e+08,584860155.569593,65139844.430407,0,0.147109466844537,33872413.3972693,2329973.18226132,161160.749013235,6435319160.67521,6838292473.91914,2251784113.78475,-9.56587380716735,55.8908203207056,72.0004978787513,16.1098517025497,-13.2985914867591,-11.0072639238305,0.921185684718477,110.342891654133,-6.98795090732837
-362961047.882223,113696962.792522,12843618.9419526,131005553692.761,-143516398395.71,-2344954988.21997,4e+08,655437325.911608,-255437325.911608,0,-0.575751903673038,38952343.2986431,3185778.91856803,241396.181637369,6366917801.1873,6433769898.73082,2387281709.20119,-9.31807991882395,35.6889055074881,53.2055596523337,20.5759769143449,-22.3067347223626,-0.982269909404455,0.924704487130887,110.325052866166,-7.06468055134741
-364500901.572042,113580229.064006,12859286.4927749,130981149118.782,-143426718451.707,-2371714570.42212,4.55e+09,3768522601.40482,781477398.595183,0,1.76028450964039,39023962.7235758,3191590.83503844,242117.648167092,6375986576.93282,6439112796.98986,2386639407.14509,-9.34043792922737,35.5873402746622,53.1117272537703,20.5428834484453,-22.2742981795187,-0.993746505367218,0.924790360863583,110.324502790492,-7.06477030909815
79646409.1908233,132254253.660745,9856662.83595375,162341475302.859,-141021768012.721,-37780518586.7942,2.975e+09,3274170106.54077,-299170106.540766,0,-0.675176612979958,30366335.8333285,2491613.44482492,139352.416624626,5323803243.10838,5172655387.89814,2132364623.09326,2.62285214877349,53.0797640121252,70.7319117579762,30.4935152351861,-27.2629350763735,-17.7176633759703,0.888874624313388,110.411954508918,-7.00849511050451
146262882.540228,156172621.312205,8852963.02337083,194989909595.076,-128163275875.525,-66290833935.3711,8.75e+08,807085257.512954,67914742.4870462,0,0.153422187100004,35366090.3008159,2665942.12391844,145407.642807771,6459398864.98984,6251071640.56967,3044966673.88856,4.13568141957873,58.5806495613869,60.88375309869,30.1870055821956,-20.5026087117192,-21.7706270823368,0.852513325700367,110.466143885392,-7.0219620782602
-362524540.149845,113719169.641571,12841137.0871581,130949679002.014,-143507990048.551,-2325938996.33057,1.03e+09,902457972.164757,127542027.835243,0,0.287434306710913,38942924.2355105,3186444.54165237,241301.778941732,6366399682.38324,6433307576.79077,2386970724.74713,-9.3091247580035,35.6884195394158,53.2160895931847,20.5688749583805,-22.3070307669231,-0.974431304169836,0.924691691368816,110.32502805037,-7.0650419318011
-375734744.56175,113750870.922365,12365920.6126115,137679090685.081,-135931721702.323,2035140757.34375,9.95e+08,1160529201.93207,-165529201.932065,0,-0.373004599840126,32691608.5906303,2380884.16949488,147649.811285563,5162804993.48296,5078338470.64101,3049039893.8472,-11.493308551034,47.7767345340861,83.7516858636213,26.6674977766687,-26.766967678144,0.667469376655436,0.893357652831719,110.421658919909,-7.07789807509949
-405747998.022351,127843729.148532,12123171.8420299,106965147242.241,-92712598432.7817,-24030194513.4728,7.44e+08,916007301.785667,-172007301.785667,0,-0.388532264128117,35368977.5667903,2359456.72097071,174766.529525025,6381357544.11547,6804408036.30619,2263608875.14464,-11.471861103594,54.1835448865262,69.3678124465706,16.7621303935365,-13.6253731313725,-10.6158774942678,0.92381465876461,110.332993495585,-6.99666805471927
-364822542.948345,113753700.337114,12842659.7980385,131258486520.797,-143569565236.811,-2359077634.74243,3.77e+09,4319534487.85852,-549534487.858519,0,-1.23984769304793,38679433.7307613,3166272.97512991,239774.02879819,6331372828.81873,6409439619.05301,2386068163.41644,-9.43195149876784,35.9266876957906,53.561513156405,20.731441674599,-22.3997063347049,-0.988688282636753,0.924619991527026,110.325890972916,-7.06379234456931
-171080819.296979,120813702.94066,11442032.6221676,159782608845.827,-142515733699.831,-11648976395.3492,4.3e+08,509442223.932255,-79442223.9322551,0,-0.179148576728593,32639935.5104024,2472383.12390975,144662.119061181,5860185764.19638,5582281119.29239,2949344622.99072,-5.24145702562602,48.8652837710724,79.0948777497759,27.2657924637886,-25.53001732702,-3.94968302603337,0.883687574155641,110.449974697446,-7.07154161716795
-173554576.866894,120429750.712834,11468415.4587838,159702523769.402,-142486249443.557,-11490435397.7021,4.3e+08,341689720.306112,88310279.6938884,0,0.19907499240543,32589600.0182882,2468849.82646288,144688.312742934,5834799564.32089,5583045166.95699,2936887123.38103,-5.32545894302171,48.7796987171853,79.2629013454567,27.3706957726473,-25.5212424729887,-3.91245387206916,0.883564385986242,110.448710566557,-7.07049369761439
-360318825.543139,113644494.977664,12286952.4792527,96904406274.6613,-99158525837.3414,-2315966022.76538,1.5e+08,123620177.350831,26379822.6491693,0,0.0601111436658258,57799302.6725055,2532263.76069532,205998.094509249,9796183661.37975,8716686867.02037,8299035059.03955,-6.23396492488374,44.8786168098297,59.6459521071008,9.89205690953866,-11.3757127392643,-0.2790644944008,0.974979669866822,110.433094582079,-7.24523215030871
-364310201.264788,113573025.18303,12859095.1857057,130905912656.508,-143391155860.412,-2345856108.27441,1.975e+09,1999908870.56122,-24908870.5612216,0,-0.056093791799765,39009029.8186512,3192555.97636538,242034.3398503,6373311673.26173,6436629163.36657,2386087691.64548,-9.33912488873543,35.5743254069203,53.1292179186606,20.5397004520748,-22.2773678925777,-0.983139101085041,0.924781812160755,110.324383621749,-7.06526420148005
-408286413.209866,115174958.027458,12501018.1468819,135872556345.148,-132627488098.422,-1669710236.23206,1.5e+08,554951047.045337,-404951047.045337,0,-0.91184452293528,33353204.5833096,2320046.49604937,149006.974412141,5011682743.95463,4943204746.95487,2822007097.89874,-12.2412949013654,49.6433835371752,83.8955236572021,27.111164709906,-26.8302639456971,-0.591674711759342,0.896912435560913,110.412574464374,-7.08007810403248
-6524795.4770565,140376483.332211,10616552.4190125,206610674750.292,-143461454208.078,-53906195712.2678,3703044000,2887524437.16686,815519562.833137,0,1.83599987966522,36175956.8340027,2556470.25253988,149436.049268219,6357838720.29645,5940674817.52256,2813447854.71388,-0.180362761571069,54.9102745055395,71.0441186781986,32.4969984046179,-24.1490165031295,-19.1601900927181,0.853833867204502,110.458729716011,-7.03745813722077
-10667752.8352989,139554181.786684,10670002.2176865,205978946438.201,-143877370561.881,-53048079648.7529,4643271000,3319298920.07311,1323972079.92689,0,2.98205308491923,36099627.6030068,2550459.8672197,149522.413761511,6341328899.82367,5924696249.06527,2797720578.03966,-0.295508667086924,54.7172623966104,71.3605535736284,32.4819844061279,-24.284345477556,-18.9611786341877,0.854150166664591,110.457888378522,-7.03761613669951
-633741.155401349,140771716.539221,10574855.063956,206567878323.982,-142993371700.737,-54715535534.9722,1056781000,1040529373.97428,16251626.0257185,0,0.0366000344948362,36240408.1543955,2559773.35961336,149396.494710959,6363532969.80636,5948381487.94572,2813191092.35689,-0.0174871417755952,54.993820453106,70.7838231707872,32.4611940103247,-24.0390385166974,-19.4496334371411,0.853578446011083,110.458481572106,-7.03636458427139
1944794.16263413,140990984.846573,10549707.8519982,206451877454.664,-142794958800.489,-54945416913.084,1635945000,1677382614.74924,-41437614.7492368,0,-0.0932582941515293,36250804.1572054,2561057.06347577,149314.752677197,6365429314.79545,5951522207.32174,2814696206.78025,0.0536483040265901,55.0518716889603,70.6541561556582,32.4332998207676,-23.993014530773,-19.5209048780211,0.853561048124276,110.458518901462,-7.03608110928169
-380432391.865582,120933872.743463,12497007.1125587,136398792355.985,-145179295741.247,-5922056280.9729,559900000,872398340.090951,-312498340.090951,0,-0.70541410948659,33250567.9463502,2607442.3472497,195982.421062964,5701991049.34079,5938592555.89379,2319109623.07429,-11.4413802639224,46.3802671882745,63.7659594405345,23.9212568339184,-24.4467513766647,-2.55359049095852,0.921897681055613,110.33977494109,-7.04055107444823
254572784.661902,168164086.840093,7504406.0011073,182772723300.092,-118295479030.965,-69942776325.5142,5.25e+08,342528035.06207,182471964.93793,0,0.411972385396205,35343974.2778254,3003575.736004,149876.989293188,6812250451.84301,6140342828.03216,3769058098.00734,7.2027209690909,55.9879628884671,50.0704346711104,26.8300064115587,-19.265288982061,-18.5570968944449,0.85714077247514,110.496018934239,-7.00756576961074
243780224.388123,168961098.239455,7601093.24477846,193282395059.81,-123145825740.205,-72253226959.6484,3.5e+09,3955918064.50695,-455918064.506951,0,-1.02944990351895,35274847.7066072,2846110.99758716,149920.715689078,6602732210.82586,6180256484.41289,3410470122.83293,6.91087957106788,59.3656039355788,50.700753460532,29.2730931511812,-19.9256820571749,-21.1857088194137,0.856390805169111,110.483583587469,-7.01581031867815
-447803074.366697,110000019.387658,13447136.7723866,133107983056.605,-140004404369.211,-4366018277.49536,3.2e+09,3031850740.19295,168149259.807047,0,0.379817217727438,38232874.2424778,3151992.72624565,250707.238021291,6296328901.68797,6324492117.28327,2345088470.64758,-11.712513988006,34.8985638423981,53.6368111208843,21.1405701854171,-22.1368612329539,-1.86177124323574,0.927610493123192,110.317110337242,-7.053219454679
-382949371.832706,113909429.193134,12394707.2672102,137194137333.338,-135341534474.959,1639135033.23193,6.47e+08,917952446.103105,-270952446.103105,0,-0.610373123985205,32798298.3987224,2372779.3599372,147881.502463597,5139569556.62124,5056712640.5602,3025597234.93101,-11.6758914495279,48.0067515405854,83.8151294159412,26.6937018405738,-26.7647272240421,0.541755860399348,0.893959058252635,110.420246308484,-7.07825123271085
44083353.3840564,142764473.336124,10135195.6314357,199703314077.149,-139520587457.329,-55599927379.6133,810500000,741118214.158377,69381785.8416227,0,0.156457745516138,36120628.1283501,2567968.93264924,147652.03334143,6323030121.16286,5948195128.40214,2778902671.92457,1.22044813914674,55.5943148380853,68.6424385907316,31.5834829583924,-23.4559533514846,-20.0078714311742,0.855066189434466,110.456324026701,-7.03071171992224
52912578.150779,128998973.463673,10382140.5276936,167733977478.148,-150008515610.328,-31259112782.4983,1.833e+09,1399819827.42766,433180172.572339,0,0.975516094954007,31710339.4015496,2413351.48814219,142116.590387916,5354752817.45792,5402761070.75907,2277059520.40212,1.66862225852408,53.4522112081472,73.053684297906,31.3243175168217,-27.7651581563002,-13.7278417636523,0.873779556909604,110.425482704845,-7.02860296731722
152908268.368112,146047384.971661,9034967.11483471,163482264404.977,-131572350493.323,-50219707062.6455,3.6e+09,3629257849.73704,-29257849.7370381,0,-0.0659670559977724,31558021.1655015,2611067.27081855,141192.523926418,5577999345.30788,5364185361.93254,2412981362.894,4.84530597042845,55.93398017887,63.9904073075656,29.3084050901683,-24.52792765646,-20.8123062344811,0.883113944431963,110.428946319507,-6.9973070712939
