"judul","alamat","kamar","rumah","lahan","harga","lat","lng"
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03709224129242,110.457210820277
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.03987789317379,110.338263709404
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00784411984617,110.49581920937
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01522619744949,110.484126420787
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05255026029313,110.317205372397
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07703963856511,110.42203978246
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03209867960725,110.455944364368
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02876589552639,110.42537709706
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99734733627291,110.429496128367
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98111829953621,110.419859442143
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99847934647812,110.466960649332
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96737455528613,110.413544289592
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63702092940006,111.547480960014
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98765096346356,110.343895387626
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06411911339973,110.325612442803
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06387971262689,110.324859964295
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00789263153095,110.412341876434
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02149976099696,110.465463996774
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06386268192352,110.324475882074
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07780475145711,110.420746401752
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99571683634939,110.33369002102
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06380932304365,110.325221293552
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07075268007054,110.450565515196
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07056628114961,110.450050115539
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24512816477839,110.431567197122
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06405395077597,110.325725190161
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07996985949697,110.413252863053
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03647119787342,110.458217013094
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03637485407206,110.458581584998
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03734750471457,110.458897846573
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03731880669675,110.458658860937
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04090107245669,110.339683874577
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00701000800617,110.494693980548
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.0154577086377,110.483303272637
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05299057665637,110.316160085438
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07872662423616,110.421666730716
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03073752553434,110.456604962313
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02868955086824,110.424911273422
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99800694818954,110.428243262778
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.979687195699,110.419372623984
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.9989410385487,110.467259672829
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96663836726185,110.414768260498
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63666178300669,111.548535825008
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98836508749353,110.343874665549
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06539494654079,110.324364418765
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06484497233256,110.324816368551
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00743238962879,110.411629837656
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02070414185053,110.466150297197
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06420190121708,110.325085721707
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07696239201158,110.422161740151
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99719296809686,110.332762596034
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06475122181474,110.325131534409
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.070345871399,110.448889743476
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07117995254042,110.449265764879
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.2467998730763,110.432609513292
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06521086985906,110.325892844292
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.0797093793734,110.412707038281
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03616570649815,110.458151610427
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03722130908544,110.457921010352
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03733786098246,110.458503973941
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03738410511573,110.457890762317
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.0393874994169,110.338699052798
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00790146252122,110.495610964842
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.0146110968492,110.483792824011
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05215713012667,110.316727827206
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07758215642599,110.420635798731
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03181578228435,110.4562281274
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02766213852447,110.425706942908
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.9975039738428,110.43008992292
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.9814618428124,110.420422607318
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99845378474634,110.468207628877
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96642453522433,110.414666431474
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.6379908082813,111.548442070574
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98687592419351,110.344730517179
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.0654263202805,110.325641140777
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06516680003665,110.324792817242
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00875369318081,110.412832430475
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02145987057401,110.465684818443
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06408944571818,110.326094364569
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07751848890858,110.422258697897
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99622771456633,110.332954462216
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06534655367452,110.325156174669
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.06969751070005,110.450002194335
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07025755203234,110.449779597796
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24539618767744,110.433171119679
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06494115048795,110.325207664409
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07959549419284,110.412996085357
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03661276128336,110.458699503717
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03605327817618,110.458849899434
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03707894962194,110.458274700966
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.037254631172,110.457590399018
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.03983661167389,110.338666021199
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00750598286307,110.496009759956
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01512939966889,110.48431860021
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05237235417386,110.316285687602
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07818877391024,110.421000670083
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.0305118893734,110.455750431712
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02824034122098,110.424907184121
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99737287148387,110.42988788566
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98011521221538,110.419294683571
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99839444762118,110.468583020902
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96672381599864,110.413290527958
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63784372830409,111.548393853519
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98758384357087,110.344156705429
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06397365895621,110.3254912917
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06503524813623,110.325510452931
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.0074168878749,110.412591111194
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02205521223176,110.466058589987
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06403391751935,110.326236097865
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07694063785711,110.422065164274
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99587182469647,110.332151990911
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06417316885068,110.325332415519
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.07079323615257,110.449134288735
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07110216391783,110.449229930792
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.2458912697727,110.43142084772
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06532049151472,110.324487126658
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07969185329769,110.414063324865
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03713854418888,110.458954649928
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03673492723663,110.457852559419
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03710515737167,110.457783897695
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.0374647225999,110.457943159732
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04022946922826,110.338667504496
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00812430550186,110.496022463625
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01427542928141,110.484782666608
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05380026686501,110.316343005941
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07867310292432,110.421161990822
"DE VILLA TOWNHOUSE KEDUNGMUNDU SAMBIROTO TEMBALANG KETILENG SEMARANG","Kedungmundu, Semarang",3,65,65,810500000,-7.03200747192556,110.457291905666
"RUMAH 3 LANTAI CLUSTER DE VILLA TLAGA BODAS KAMPUS UNIKA AKPOL","Jatingaleh, Semarang",4,105,105,1.833e+09,-7.02762868953729,110.425034932288
"STRATEGIS MURAH RUMAH KOS MODERN SPESIAL RING 1 KAMPUS UNDIP SMG","Semarang Selatan, Semarang",10,219,219,3.6e+09,-6.99804218204945,110.428346604865
"STRATEGIS, RUMAH KOST MODERN NEMPEL FAKULTAS KEDOKTERAN  UNNES SMG","Semarang Tengah, Semarang",10,120,120,2.65e+09,-6.98020070743448,110.419369102677
"RUMAH FULL FURNISH PEDURUNGAN SEMARANG TIMUR","Pedurungan, Semarang",3,195,195,1.1e+09,-6.99964864400191,110.468730041317
"DIJUAL RUMAH MURAH MIJEN","Mijen, Semarang",2,120,120,5.5e+08,-6.96719315782387,110.414428382864
"DIJUAL RUMAH MURAH SENDANGMULYO KETILENG","Sendangmulyo, Semarang",2,60,60,3.6e+08,-6.63813769285958,111.548228396397
"DIJUAL RUMAH DBERINGIN HILLS WONOSARI NGALIYAN","Ngaliyan, Semarang",3,120,120,6.5e+08,-6.98753993261253,110.343257792606
"DIJUAL RUMAH GRAHA WANAMUKTI KEDUNG MUNDU","Tembalang, Semarang",2,77,77,4e+08,-7.06377821602355,110.32497357168
"STRATEGIS , LOKASI TERBAIK Kos Baru dekat UNDIP Semarang","Tembalang, Semarang",16,200,200,4.55e+09,-7.06511626167883,110.324558739499
"Dijual Kost Strategis 16 Kamar Dekat Pusat Kota Semarang","Gajahmungkur, Semarang",16,190,190,2.975e+09,-7.00823580309348,110.412262779629
"RUMAH SIAP HUNI SELANGKAH KE UNIMUS","Tembalang, Semarang",3,121,121,8.75e+08,-7.02050931620965,110.466251619755
"Dijual dibawah harga pasar rumah di pandanaran hills semarang","Tembalang, Semarang",3,84,84,1.03e+09,-7.06544392990562,110.326095421073
"Rumah Cantik Ready 2 Lantai Selangkah dari Jln Raya Grafika Banyumanik","Banyumanik, Semarang",3,102,102,9.95e+08,-7.07726528924929,110.422043512456
"Rumah cantik di beringin cluater","Beringin, Semarang",2,120,120,7.44e+08,-6.99628986101206,110.333911582638
"LOKASI PREMIUM, BEST UNIT Rumah Kos Dekat UNDIP SMG","Tembalang, Semarang",18,234,234,3.77e+09,-7.06534775622291,110.325028963572
"Cluster perumahan selangkah dari UNDIP, dekat berbagai fasilitas umum","Tembalang, Semarang",2,50,50,4.3e+08,-7.06981975776127,110.44890357644
"CLUSTER DEKAT UNDIP, LAGI ADA PROMO DISKON AGUSTUS, BONUS AC 1 UNIT","Kramas, Semarang",3,55,55,4.3e+08,-7.07100008445371,110.448945678591
"Rumah murah di semarang terdapat 4 kos-kosan yang siap huni","Bawen, Semarang",4,81,81,1.5e+08,-7.24533780826341,110.433219376299
"Dijual Kost Baru Strategis di Ring 1 Kampus UNDIP Semarang","Tembalang, Semarang",10,114,114,1.975e+09,-7.06464487184034,110.32517350274
"Rumah murah di semarang yang siap huni","Banyumanik, Semarang",2,72,72,1.5e+08,-7.07985893560555,110.414390060951
"Cluster Main Road Tipe Del/Neo Blossom","Tembalang, Semarang",3,220,220,3703044000,-7.03749629757467,110.458461501134
"Cluster Main Road Tipe Athena","Tembalang, Semarang",4,240,240,4643271000,-7.03610771365424,110.457645959476
"Cluster Red Terracotta Tipe Fawn Del","Tembalang, Semarang",1,72,72,1056781000,-7.03777346510307,110.458863264038
"Cluster Red Terracotta Tipe Myka","Tembalang, Semarang",2,120,120,1635945000,-7.03743079022651,110.45799526613
"CLUSTER BARU SIAP HUNI SHM KEDUNGPANE NGALIYAN SEMARANG","Kedungpane, Semarang",2,120,120,559900000,-7.04077639906779,110.339430625928
"Rumah cantik minimalis di jl merpati pedurungan semarang timur 9067","Pedurungan Tengah, Semarang",2,80,80,5.25e+08,-7.00736158019193,110.494603980056
"Rumah hook lt 408 di taman majapahit pedurungan semarang  6855","Pedurungan Lor, Semarang",3,408,408,3.5e+09,-7.01522807499161,110.485216193702
"Rumah cantik di Victoria Valley Citraland Bsb semarang 8637","Mijen, Semarang",3,240,240,3.2e+09,-7.05343024773646,110.316706337311
"Rumah MURAH 2LT di Banyumanik Selangkah Smk Grafika Semarang","Banyumanik, Semarang",3,84,84,6.47e+08,-7.07864476897586,110.42044020138
